series_id,series_url,config_url
7806,https://www.autohome.com.cn/series/7806.html,https://www.autohome.com.cn/config/series/7806.html#pvareaid=3454437
8433,https://www.autohome.com.cn/series/8433.html,https://www.autohome.com.cn/config/series/8433.html#pvareaid=3454437
8183,https://www.autohome.com.cn/series/8183.html,https://www.autohome.com.cn/config/series/8183.html#pvareaid=3454437
6962,https://www.autohome.com.cn/series/6962.html,https://www.autohome.com.cn/config/series/6962.html#pvareaid=3454437
8171,https://www.autohome.com.cn/series/8171.html,https://www.autohome.com.cn/config/series/8171.html#pvareaid=3454437
8241,https://www.autohome.com.cn/series/8241.html,https://www.autohome.com.cn/config/series/8241.html#pvareaid=3454437
7538,https://www.autohome.com.cn/series/7538.html,https://www.autohome.com.cn/config/series/7538.html#pvareaid=3454437
5279,https://www.autohome.com.cn/series/5279.html,https://www.autohome.com.cn/config/series/5279.html#pvareaid=3454437
8087,https://www.autohome.com.cn/series/8087.html,https://www.autohome.com.cn/config/series/8087.html#pvareaid=3454437
7382,https://www.autohome.com.cn/series/7382.html,https://www.autohome.com.cn/config/series/7382.html#pvareaid=3454437
6651,https://www.autohome.com.cn/series/6651.html,https://www.autohome.com.cn/config/series/6651.html#pvareaid=3454437
7793,https://www.autohome.com.cn/series/7793.html,https://www.autohome.com.cn/config/series/7793.html#pvareaid=3454437
6998,https://www.autohome.com.cn/series/6998.html,https://www.autohome.com.cn/config/series/6998.html#pvareaid=3454437
8585,https://www.autohome.com.cn/series/8585.html,https://www.autohome.com.cn/config/series/8585.html#pvareaid=3454437
5964,https://www.autohome.com.cn/series/5964.html,https://www.autohome.com.cn/config/series/5964.html#pvareaid=3454437
6139,https://www.autohome.com.cn/series/6139.html,https://www.autohome.com.cn/config/series/6139.html#pvareaid=3454437
5714,https://www.autohome.com.cn/series/5714.html,https://www.autohome.com.cn/config/series/5714.html#pvareaid=3454437
7740,https://www.autohome.com.cn/series/7740.html,https://www.autohome.com.cn/config/series/7740.html#pvareaid=3454437
8511,https://www.autohome.com.cn/series/8511.html,https://www.autohome.com.cn/config/series/8511.html#pvareaid=3454437
7807,https://www.autohome.com.cn/series/7807.html,https://www.autohome.com.cn/config/series/7807.html#pvareaid=3454437
8529,https://www.autohome.com.cn/series/8529.html,https://www.autohome.com.cn/config/series/8529.html#pvareaid=3454437
8499,https://www.autohome.com.cn/series/8499.html,https://www.autohome.com.cn/config/series/8499.html#pvareaid=3454437
7588,https://www.autohome.com.cn/series/7588.html,https://www.autohome.com.cn/config/series/7588.html#pvareaid=3454437
7207,https://www.autohome.com.cn/series/7207.html,https://www.autohome.com.cn/config/series/7207.html#pvareaid=3454437
7578,https://www.autohome.com.cn/series/7578.html,https://www.autohome.com.cn/config/series/7578.html#pvareaid=3454437
6762,https://www.autohome.com.cn/series/6762.html,https://www.autohome.com.cn/config/series/6762.html#pvareaid=3454437
8245,https://www.autohome.com.cn/series/8245.html,https://www.autohome.com.cn/config/series/8245.html#pvareaid=3454437
4427,https://www.autohome.com.cn/series/4427.html,https://www.autohome.com.cn/config/series/4427.html#pvareaid=3454437
8509,https://www.autohome.com.cn/series/8509.html,https://www.autohome.com.cn/config/series/8509.html#pvareaid=3454437
8273,https://www.autohome.com.cn/series/8273.html,https://www.autohome.com.cn/config/series/8273.html#pvareaid=3454437
8244,https://www.autohome.com.cn/series/8244.html,https://www.autohome.com.cn/config/series/8244.html#pvareaid=3454437
8010,https://www.autohome.com.cn/series/8010.html,https://www.autohome.com.cn/config/series/8010.html#pvareaid=3454437
8190,https://www.autohome.com.cn/series/8190.html,https://www.autohome.com.cn/config/series/8190.html#pvareaid=3454437
7982,https://www.autohome.com.cn/series/7982.html,https://www.autohome.com.cn/config/series/7982.html#pvareaid=3454437
7298,https://www.autohome.com.cn/series/7298.html,https://www.autohome.com.cn/config/series/7298.html#pvareaid=3454437
8086,https://www.autohome.com.cn/series/8086.html,https://www.autohome.com.cn/config/series/8086.html#pvareaid=3454437
7981,https://www.autohome.com.cn/series/7981.html,https://www.autohome.com.cn/config/series/7981.html#pvareaid=3454437
6669,https://www.autohome.com.cn/series/6669.html,https://www.autohome.com.cn/config/series/6669.html#pvareaid=3454437
6459,https://www.autohome.com.cn/series/6459.html,https://www.autohome.com.cn/config/series/6459.html#pvareaid=3454437
7990,https://www.autohome.com.cn/series/7990.html,https://www.autohome.com.cn/config/series/7990.html#pvareaid=3454437
7650,https://www.autohome.com.cn/series/7650.html,https://www.autohome.com.cn/config/series/7650.html#pvareaid=3454437
8224,https://www.autohome.com.cn/series/8224.html,https://www.autohome.com.cn/config/series/8224.html#pvareaid=3454437
5205,https://www.autohome.com.cn/series/5205.html,https://www.autohome.com.cn/config/series/5205.html#pvareaid=3454437
8140,https://www.autohome.com.cn/series/8140.html,https://www.autohome.com.cn/config/series/8140.html#pvareaid=3454437
8508,https://www.autohome.com.cn/series/8508.html,https://www.autohome.com.cn/config/series/8508.html#pvareaid=3454437
6576,https://www.autohome.com.cn/series/6576.html,https://www.autohome.com.cn/config/series/6576.html#pvareaid=3454437
7674,https://www.autohome.com.cn/series/7674.html,https://www.autohome.com.cn/config/series/7674.html#pvareaid=3454437
7659,https://www.autohome.com.cn/series/7659.html,https://www.autohome.com.cn/config/series/7659.html#pvareaid=3454437
8026,https://www.autohome.com.cn/series/8026.html,https://www.autohome.com.cn/config/series/8026.html#pvareaid=3454437
8313,https://www.autohome.com.cn/series/8313.html,https://www.autohome.com.cn/config/series/8313.html#pvareaid=3454437
