series_id,series_url,config_url
7806,https://www.autohome.com.cn/series/7806.html,https://www.autohome.com.cn/config/series/7806.html#pvareaid=3454437
6962,https://www.autohome.com.cn/series/6962.html,https://www.autohome.com.cn/config/series/6962.html#pvareaid=3454437
5769,https://www.autohome.com.cn/series/5769.html,https://www.autohome.com.cn/config/series/5769.html#pvareaid=3454437
8183,https://www.autohome.com.cn/series/8183.html,https://www.autohome.com.cn/config/series/8183.html#pvareaid=3454437
8087,https://www.autohome.com.cn/series/8087.html,https://www.autohome.com.cn/config/series/8087.html#pvareaid=3454437
8241,https://www.autohome.com.cn/series/8241.html,https://www.autohome.com.cn/config/series/8241.html#pvareaid=3454437
7538,https://www.autohome.com.cn/series/7538.html,https://www.autohome.com.cn/config/series/7538.html#pvareaid=3454437
8433,https://www.autohome.com.cn/series/8433.html,https://www.autohome.com.cn/config/series/8433.html#pvareaid=3454437
6139,https://www.autohome.com.cn/series/6139.html,https://www.autohome.com.cn/config/series/6139.html#pvareaid=3454437
8171,https://www.autohome.com.cn/series/8171.html,https://www.autohome.com.cn/config/series/8171.html#pvareaid=3454437
7740,https://www.autohome.com.cn/series/7740.html,https://www.autohome.com.cn/config/series/7740.html#pvareaid=3454437
6998,https://www.autohome.com.cn/series/6998.html,https://www.autohome.com.cn/config/series/6998.html#pvareaid=3454437
5714,https://www.autohome.com.cn/series/5714.html,https://www.autohome.com.cn/config/series/5714.html#pvareaid=3454437
5964,https://www.autohome.com.cn/series/5964.html,https://www.autohome.com.cn/config/series/5964.html#pvareaid=3454437
6651,https://www.autohome.com.cn/series/6651.html,https://www.autohome.com.cn/config/series/6651.html#pvareaid=3454437
4427,https://www.autohome.com.cn/series/4427.html,https://www.autohome.com.cn/config/series/4427.html#pvareaid=3454437
5279,https://www.autohome.com.cn/series/5279.html,https://www.autohome.com.cn/config/series/5279.html#pvareaid=3454437
7382,https://www.autohome.com.cn/series/7382.html,https://www.autohome.com.cn/config/series/7382.html#pvareaid=3454437
7588,https://www.autohome.com.cn/series/7588.html,https://www.autohome.com.cn/config/series/7588.html#pvareaid=3454437
7578,https://www.autohome.com.cn/series/7578.html,https://www.autohome.com.cn/config/series/7578.html#pvareaid=3454437
7712,https://www.autohome.com.cn/series/7712.html,https://www.autohome.com.cn/config/series/7712.html#pvareaid=3454437
7793,https://www.autohome.com.cn/series/7793.html,https://www.autohome.com.cn/config/series/7793.html#pvareaid=3454437
6762,https://www.autohome.com.cn/series/6762.html,https://www.autohome.com.cn/config/series/6762.html#pvareaid=3454437
8245,https://www.autohome.com.cn/series/8245.html,https://www.autohome.com.cn/config/series/8245.html#pvareaid=3454437
7835,https://www.autohome.com.cn/series/7835.html,https://www.autohome.com.cn/config/series/7835.html#pvareaid=3454437
6643,https://www.autohome.com.cn/series/6643.html,https://www.autohome.com.cn/config/series/6643.html#pvareaid=3454437
8499,https://www.autohome.com.cn/series/8499.html,https://www.autohome.com.cn/config/series/8499.html#pvareaid=3454437
5205,https://www.autohome.com.cn/series/5205.html,https://www.autohome.com.cn/config/series/5205.html#pvareaid=3454437
8086,https://www.autohome.com.cn/series/8086.html,https://www.autohome.com.cn/config/series/8086.html#pvareaid=3454437
7045,https://www.autohome.com.cn/series/7045.html,https://www.autohome.com.cn/config/series/7045.html#pvareaid=3454437
6459,https://www.autohome.com.cn/series/6459.html,https://www.autohome.com.cn/config/series/6459.html#pvareaid=3454437
8003,https://www.autohome.com.cn/series/8003.html,https://www.autohome.com.cn/config/series/8003.html#pvareaid=3454437
7076,https://www.autohome.com.cn/series/7076.html,https://www.autohome.com.cn/config/series/7076.html#pvareaid=3454437
7327,https://www.autohome.com.cn/series/7327.html,https://www.autohome.com.cn/config/series/7327.html#pvareaid=3454437
6817,https://www.autohome.com.cn/series/6817.html,https://www.autohome.com.cn/config/series/6817.html#pvareaid=3454437
8140,https://www.autohome.com.cn/series/8140.html,https://www.autohome.com.cn/config/series/8140.html#pvareaid=3454437
8511,https://www.autohome.com.cn/series/8511.html,https://www.autohome.com.cn/config/series/8511.html#pvareaid=3454437
8189,https://www.autohome.com.cn/series/8189.html,https://www.autohome.com.cn/config/series/8189.html#pvareaid=3454437
7650,https://www.autohome.com.cn/series/7650.html,https://www.autohome.com.cn/config/series/7650.html#pvareaid=3454437
7231,https://www.autohome.com.cn/series/7231.html,https://www.autohome.com.cn/config/series/7231.html#pvareaid=3454437
6950,https://www.autohome.com.cn/series/6950.html,https://www.autohome.com.cn/config/series/6950.html#pvareaid=3454437
7298,https://www.autohome.com.cn/series/7298.html,https://www.autohome.com.cn/config/series/7298.html#pvareaid=3454437
8006,https://www.autohome.com.cn/series/8006.html,https://www.autohome.com.cn/config/series/8006.html#pvareaid=3454437
7877,https://www.autohome.com.cn/series/7877.html,https://www.autohome.com.cn/config/series/7877.html#pvareaid=3454437
7356,https://www.autohome.com.cn/series/7356.html,https://www.autohome.com.cn/config/series/7356.html#pvareaid=3454437
8244,https://www.autohome.com.cn/series/8244.html,https://www.autohome.com.cn/config/series/8244.html#pvareaid=3454437
7982,https://www.autohome.com.cn/series/7982.html,https://www.autohome.com.cn/config/series/7982.html#pvareaid=3454437
6298,https://www.autohome.com.cn/series/6298.html,https://www.autohome.com.cn/config/series/6298.html#pvareaid=3454437
7860,https://www.autohome.com.cn/series/7860.html,https://www.autohome.com.cn/config/series/7860.html#pvareaid=3454437
7990,https://www.autohome.com.cn/series/7990.html,https://www.autohome.com.cn/config/series/7990.html#pvareaid=3454437
